,url,title,image,content
0,https://baotintuc.vn//the-gioi/so-ca-sot-tai-trieu-tien-tiep-tuc-giam-20220605175726727.htm,Số ca sốt tại Triều Tiên tiếp tục giảm,media//blog_banner//thegioi1_0,"Ngày 5/6, Hãng thông tấn Trung ương Triều Tiên (KCNA) đưa tin, trong vòng 24 giờ (tính đến 16h ngày 4/6 - giờ Việt Nam), nước này ghi nhận thêm 73.780 ca sốt, đưa tổng số ca sốt lên 4,07 triệu ca.
KCNA dẫn số liệu từ Trung tâm Ngăn ngừa dịch bệnh khẩn cấp quốc gia cho biết trong số những người bị sốt ở nước này, hơn 3,93 triệu người đã cắt sốt.
Theo KCNA, số ca sốt theo ngày ở Triều Tiên đã giảm khoảng 6% kể từ ngày 15/5 vừa qua, nhờ kết quả của chiến dịch chống dịch được thực hiện ở nước này.
Ngày 12/5, Triều Tiên thông báo trường hợp đầu tiên mắc COVID-19 ở nước này, liên quan đến dòng phụ BA.2 của biến thể Omicron.
"
1,https://baotintuc.vn//the-gioi/ong-putin-canh-bao-ha-cac-muc-tieu-moi-neu-ukraine-nhan-ten-lua-tam-xa-my-20220605172023551.htm,Ông Putin cảnh báo hạ các mục tiêu mới nếu Ukraine nhận tên lửa tầm xa Mỹ,media//blog_banner//thegioi1_1,"Nếu điều này xảy ra, Nga sẽ tấn công các mục tiêu cho đến nay vẫn còn nguyên vẹn của Ukraine- Tổng thống Nga cảnh báo.
Đài RT ngày 5/6 cho biết, Tổng thống Vladimir Putin cảnh báo Nga sẽ tấn công các mục tiêu của Ukraine mà nước này chưa sờ đến nếu tên lửa tầm xa được chuyển giao cho Ukraine.
“Nếu chúng được cung cấp, chúng tôi sẽ đưa ra kết luận thích hợp và sử dụng vũ khí mà chúng tôi có đủ để tấn công những vật thể mà chúng tôi chưa tấn công”, ông Putin nói với kênh Russia 1 trong một cuộc phỏng vấn được phát sóng ngày 5/6.
Tổng thống Nga lưu ý rằng lô hàng các hệ thống tên lửa pháo binh phóng loạt do Mỹ sản xuất được Tổng thống Joe Biden xác nhận viện trợ cho Ukraine sẽ không có khả năng mang lại điều gì mới cho các lực lượng của Kiev. Ông Putin giải thích rằng quân đội Ukraine đã có các hệ thống tên lửa cùng loại như Grad, Smerch và Uragan do Liên Xô và Nga thiết kế.
“Tầm bắn không phụ thuộc vào bản thân hệ thống mà phụ thuộc vào tên lửa được sử dụng”, nhà lãnh đạo Nga nói.
Theo Tổng thống Nga, toàn bộ những “ồn ào xung quanh” việc giao thêm vũ khí cho Kiev “chỉ phục vụ một mục đích, là kéo dài xung đột vũ trang càng lâu càng tốt.”
Trước đó, hôm 31/5 Tổng thống Mỹ Joe Biden thông báo Washington sẽ gửi các hệ thống tên lửa tiến tiến hơn tới Ukraine để nước này có thể nhắm vào những “mục tiêu quan trọng” trên chiến trường. Hãng AFP dẫn nguồn tin từ quan chức Mỹ cho biết Washington có thể gửi hệ thống tên lửa pháo binh cơ động cao HIMARS cho Ukraine với tầm bắn 80km.
Hệ thống M142 HIMARS là phiên bản hiện đại hóa, được đặt trên xe bánh lốp, nhẹ hơn và cơ động hơn so với phiên bản cũ M270 MLRS gắn trên xe bánh xích mà Lockheed Martin phát triển vào những năm 1970. Ukraine trước đó đã vận hành các hệ thống tên lửa phóng loạt (MLRS) nhưng HIMARS có tầm bắn và độ chính xác vượt trội.
Hệ thống HIMARS gồm có 1 xe tải 5 tấn bọc thép được trang bị để phóng tên lửa cỡ nòng 227 mm. Mỗi hệ thống này có thể mang theo 6 tên lửa dẫn đường phóng loạt (GMLRS) với tầm bắn 70-80km hoặc một tên lửa cấp chiến thuật lục quân (ATACMS) với tầm bắn 300km. Tuy nhiên, Mỹ sẽ không cung cấp ATACMS cho Ukraine.
Xem quân đội Mỹ diễn tập phóng tên lửa M142 HIMARS:

HIMARS có thể tiến hành các đợt bắn phá, áp chế và phản công lớn hoặc thực hiện nhiệm vụ pháo binh ở phạm vi gần 70 km. Mỹ cho rằng, HIMARS có thể “vượt mặt” hầu hết các loại pháo của Nga và tấn công chúng từ khoảng cách nằm ngoài tấm bắn của pháo và bệ phóng tên lửa Nga. Các khẩu đội M142 có thể nhanh chóng tiếp cận và rời khỏi trận địa khi nhận được mệnh lệnh. Thời gian triển khai chớp nhoáng cũng giúp HIMARS ra đòn quyết định trước khi đối phương kịp phản ứng.
Với một kíp vận hành gồm 3 người, mỗi hệ thống HIMARS có thể loại bỏ một bệ tên lửa đã qua sử dụng và thay thế bằng bệ tên lửa mới trong vòng vài phút mà không cần sự yểm trợ của các phương tiện khác. Quân đội Mỹ đã triển khai nhiều hệ thống HIMARS ở châu Âu và cung cấp cho đồng minh trong khối NATO chẳng hạn như Ba Lan và Romania. Hiện vẫn chưa rõ Washington sẽ gửi cho Ukraine bao nhiêu hệ thống này.
"
2,https://baotintuc.vn//the-gioi/phai-vien-han-my-hop-khan-ve-dien-bien-moi-tren-ban-dao-trieu-tien-20220605163258653.htm,Phái viên Hàn - Mỹ họp khẩn về diễn biến mới trên Bán đảo Triều Tiên,media//blog_banner//thegioi1_2,"Ngày 5/6, các phái viên hạt nhân hàng đầu của Hàn Quốc và Mỹ đã tiến hành cuộc họp khẩn ở thủ đô Seoul, chỉ vài giờ sau khi Triều Tiên phóng thử một loạt tên lửa đạn đạo ra vùng biển phía Đông Bán đảo Triều Tiên.
Theo Bộ Ngoại giao Hàn Quốc, trong cuộc họp trực tiếp lần thứ 2 chỉ trong vòng 2 ngày, ông Kim Gunn - đặc phái viên Hàn Quốc về các vấn đề hòa bình và an ninh trên Bán đảo Triều Tiên - đã thảo luận với người đồng cấp Mỹ Sung Kim về diễn biến mới này.
Trước đó, ngày 3/6, ông Sung Kim có cuộc tham vấn ba bên với những người đồng cấp Hàn Quốc và Nhật Bản tại Seoul nhằm thuyết phục Bình Nhưỡng quay trở lại bàn đàm phán. Ngay sau vụ thử vũ khí mới nhất của Triều Tiên, ba quan chức Hàn-Mỹ-Nhật đã tiến hành điện đàm, trong đó ba bên đều bày tỏ quan ngại về các động thái của Bình Nhưỡng.
Sau loạt phóng 8 tên lửa sáng cùng ngày, Chủ tịch Hội đồng Tham mưu trưởng liên quân Hàn Quốc (JCS) - Tướng Won In-cheol - đã điện đàm với Tư lệnh Lực lượng Liên quân Mỹ - Tướng  Paul LaCamera, qua đó khẳng định năng lực phòng thủ tổng hợp và khả năng sẵn sàng phát hiện và đánh chặn ngay lập tức bất kỳ mục tiêu nào tại Triều Tiên. Hội đồng An ninh quốc gia Hàn Quốc (NSC) cũng đã họp khẩn và tiếp nhận chỉ thị của Tổng thống Hàn Quốc Yoon Suk-yeol về việc duy trì tư thế sẵn sàng và phối hợp phòng thủ chung giữa Hàn Quốc và Mỹ, bao gồm các cuộc tập trận phòng thủ tên lửa.
JCS cho biết 8 tên lửa được phóng liên tiếp từ khoảng 9h08 (giờ địa phương) tới nhiều mục tiêu trong vòng 35 phút. Đây là các tên lửa đạn đạo tầm ngắn có tầm bay từ 110-670 km, độ cao từ 25-90 km, tốc độ từ Mach 3-6.
"
3,https://baotintuc.vn//the-gioi/algeria-phat-hien-thi-the-trong-khoang-may-bay-20220605161804559.htm,Algeria phát hiện thi thể trong khoang máy bay,media//blog_banner//thegioi1_3,"Hãng thông tấn Algeria APS đưa tin ngày 4/6, các lực lượng an ninh đã phát hiện thi thể của hai nam thanh niên bên trong một máy bay của hãng hàng không Air Algérie, đang dừng đỗ tại sân bay quốc tế Algiers.
Theo phóng viên TTXVN tại Algiers, cảnh sát đã mở một cuộc điều tra dưới sự giám sát của công tố viên để xác định nguyên nhân xảy ra thảm kịch. Truyền thông địa phương đưa tin các nạn nhân có thể là người Algeria đang cố gắng vượt biên đến châu Âu bất hợp pháp.
Các vụ vượt biên bằng cách trốn trên máy bay  không phải là mới ở Algeria. Tháng 3 vừa qua, tại sân bay Constantine (phía Đông), một thiếu niên 16 tuổi đã tìm cách lẻn lên máy bay của hãng Air Algérie để đến Pháp. Cậu ta đã đến nơi một cách bình an vô sự sau khi trốn trong khoang hành lý. Trước đó nữa, năm 2006, các nhà chức trách Pháp đã phát hiện thi thể của một nam thanh niên trên cánh đồng gần sân bay Roissy.
Sau khi khám nghiệm tử thi, họ đã xác định đây là một hành khách đã trốn lên máy bay. Người thanh niên Algeria sinh năm 1987 này, theo giấy tờ tùy thân mà anh ta mang theo, đã thiệt mạng do rơi xuống đất sau khi thực hiện chuyến đi bằng cách nép mình trong bộ phận hạ cánh của máy bay, nơi nhiệt độ xuống tới -40°C ở độ cao 10.000 m.
"
4,https://baotintuc.vn//the-gioi/han-quoc-cong-bo-thong-tin-ve-loat-phong-ten-lua-cua-trieu-tien-20220605160021485.htm,Hàn Quốc công bố thông tin về loạt phóng tên lửa của Triều Tiên,media//blog_banner//thegioi1_4,"Hội đồng Tham mưu trưởng liên quân Hàn Quốc (JCS) cho biết Triều Tiên đã phóng tổng cộng 8 tên lửa đạn đạo tầm ngắn ra hướng Đông của Bán đảo Triều Tiên từ các địa điểm được xác định là Sunan, Pyeongyang, Gaecheon, Pyeongnam, Dongchang-ri, Pyeongbuk, Hamhung và Hamnam.
Theo phóng viên TTXVN tại Seoul, ngày 5/6, kênh truyền hình Seoul 1TV dẫn nguồn tin JCS cho biết 8 tên lửa được phóng liên tiếp từ khoảng 9h08 (giờ địa phương) tới nhiều mục tiêu trong vòng 35 phút. Giới chức JCS thông báo các tên lửa đạn đạo tầm ngắn có tầm bay từ 110-670 km, độ cao từ 25-90 km, tốc độ từ Mach 3-6. Chủ tịch JCS - Tướng Won In-cheol đã điện đàm với Tư lệnh Lực lượng Liên quân Mỹ - Tướng  Paul LaCamera, qua đó khẳng định năng lực phòng thủ tổng hợp và khả năng sẵn sàng phát hiện và đánh chặn ngay lập tức bất kỳ mục tiêu nào tại Triều Tiên.
Sau khi các thành viên của Hội đồng An ninh quốc gia (NSC) báo cáo vắn tắt kết quả cuộc họp của hội đồng này liên quan vụ phóng của Triều Tiên, Tổng thống Hàn Quốc Yoon Suk-yeol chỉ thị các quan chức nước này duy trì tư thế sẵn sàng và phối hợp phòng thủ chung giữa Hàn Quốc và Mỹ, bao gồm các cuộc tập trận phòng thủ tên lửa. Đây là lần thứ 3 NSC phải triệu tập họp khẩn kể từ khi Tổng thống Yoon Suk-yeol nhậm chức ngày 10/5 vừa qua.
Trong khi đó, phát biểu tại một cuộc báo cùng ngày, Bộ trưởng Quốc phòng Nhật Bản Kishi Nobuo cho biết Triều Tiên đã phóng ít nhất 6 tên lửa, trong đó ít nhất một tên lửa thuộc loại có khả năng điều chỉnh quỹ đạo. Ông cho rằng vụ phóng tên lửa với số lượng lớn từ ít nhất 3 địa điểm trong khoảng thời gian rất ngắn như vậy là ""bất thường"".
Triều Tiên tiến hành vụ phóng trên sau khi Hàn Quốc và Mỹ vừa hoàn tất đợt tập trận chung quy mô lớn kéo dài 3 ngày, trong đó triển khai tàu sân bay USS Ronald Reagan của Mỹ. Đây là lần đầu tiên kể từ năm 2017 một tàu sân bay chạy bằng năng lượng hạt nhân được triển khai tham gia một cuộc tận trận chung của hai nước đồng minh này.
"
5,https://baotintuc.vn//the-gioi/lai-xay-ra-xa-sung-gay-thuong-vong-o-my-20220605160518653.htm,Lại xảy ra xả súng gây thương vong ở Mỹ,media//blog_banner//thegioi1_5,"Ít nhất 3 người đã thiệt mạng và hơn 10 người khác bị thương trong vụ xả súng xảy ra trưa 5/6 (giờ Việt Nam) ở Philadelphia, thành phố lớn nhất bang Pennsylvania, miền Đông nước Mỹ.
Theo truyền thông địa phương, một đối tượng đã nã súng vào đám đông trên phố South Street đúng thời điểm cảnh sát đang đi tuần tra. Một sĩ quan cảnh sát được điều động đến hiện trường đã bắn nghi phạm, nhưng hiện chưa rõ nghi phạm có trúng đạn hay không. Cảnh sát cho biết ở thời điểm xảy ra vụ xả súng, có hàng trăm người đang tụ tập vui chơi dịp cuối tuần.
Trên tài khoản Twitter, cảnh sát thành phố Philadelphia khuyến cáo người dân tránh đến khu vực xảy ra xả súng. Hiện vụ việc đang được điều tra làm rõ.
Trong những tuần gần đây, nước Mỹ rúng động vì những vụ xả súng thương tâm. Một vụ tại bang New York cướp đi sinh mạng của 10 người, một vụ tại bang Texas khiến 19 trẻ em và 2 giáo viên thiệt mạng, và một vụ tại bang Oklahoma khiến 4 người thiệt mạng.
"
6,https://baotintuc.vn//khoa-hoc-cong-nghe/dan-lon-dau-tien-tren-the-gioi-duoc-nhan-ban-hoan-toan-bang-robot-20220602105358075.htm,Đàn lợn đầu tiên trên thế giới được nhân bản hoàn toàn bằng robot,media//blog_banner//thegioi1_6,"Các nhà nghiên cứu Trung Quốc đã phát triển một quy trình nhân bản lợn vô tính hoàn toàn bằng robot.
Bước phát triển này có thể giúp quốc gia tiêu thụ thịt lợn nhiều nhất thế giới giảm phụ thuộc vào lợn giống nhập khẩu.
Tờ Bưu điện Hoa Nam Buổi sáng (SCMP) đưa tin hồi tháng 3, một con lợn nái mang thai hộ đã sinh ra 7 con lợn con nhân bản tại trường Cao đẳng Trí tuệ Nhân tạo thuộc Đại học Nam Đài ở Thiên Tân.
“Các bước của quá trình nhân bản đều được tự động hóa và không có con người tham gia”, Liu Yaowei, thành viên nhóm phát triển hệ thống, giới thiệu.
Ông Liu cho biết việc sử dụng robot cũng đã làm tăng tỷ lệ thành công của quá trình nhân bản phức tạp vì chúng ít làm hỏng tế bào hơn. Đây chính là vấn đề mà các nhà khoa học cho là đã kìm hãm việc phổ biến rộng rãi kỹ thuật này.
Ông Pan Dengke, cựu chuyên gia Học viện Khoa học Nông nghiệp Trung Quốc từng giúp con lợn nhân bản đầu tiên của Trung Quốc ra đời năm 2005 nhận xét rằng ếu thành công, hệ thống tự động này có thể được phát triển thành một bộ dụng cụ nhân bản mà bất kỳ công ty hoặc tổ chức nghiên cứu nào cũng có thể sở hữu, thay vì nhân bản thủ công tốn nhiều công sức và thời gian.
Gặp gỡ Garlic, chú mèo đầu tiên ở Trung Quốc được nhân bản từ tế bào của một con mèo chết năm 2019 (nguồn: AFP)

Ông Pan - người sáng lập Công nghệ sinh học Clonorgan ở Thành Đô - cho biết từng tạo ra hơn 1.000 mẫu nhân bản thủ công mỗi ngày. Quy trình phức tạp và kéo dài này khiến ông bị đau lưng.
Kỹ thuật phổ biến nhất để nhân bản một phôi sống được gọi là chuyển nhân tế bào soma được tiến hành dưới kính hiển vi.
Nó cần cả tế bào trứng, hay còn gọi là oocyte, lẫn tế bào cơ thể, hay còn gọi là soma. Các nhà nghiên cứu loại bỏ nhân từ tế bào trứng và thay thế nó bằng nhân từ tế bào cơ thể.
Vào năm 2017, nhóm chuyên gia của Đại học Nam Đài đã sản xuất ra những chú lợn con đầu tiên trên thế giới được nhân bản bằng robot, mặc dù ông Liu cho biết một số phần của quy trình như loại bỏ nhân tế bào trứng vẫn cần con người thực hiện. Kể từ đó, nhóm đã cải thiện các thuật toán điều khiển và hiện có thể thực hiện điều này hoàn toàn cách tự động.
Trong 5 năm qua, nhóm nghiên cứu cũng đã có thể cải thiện tỷ lệ phát triển phôi nhân bản thành công từ 21% lên 27,5%, vượt trội so với tỷ lệ thành công 10% của các thao tác thủ công.
Ông Liu Yaowei nói thêm: “Hệ thống hỗ trợ bởi trí tuệ nhân tạo của chúng tôi có thể tính toán sức căng trong tế bào và chỉ đạo robot sử dụng lực tối thiểu để hoàn thành quá trình nhân bản, giúp giảm tổn thương tế bào do bàn tay con người gây ra”.
Chuyên gia này hy vọng rằng các bước tiến bộ trên có thể đem đến nguồn cung thịt lợn chất lượng cao dồi dào cho thị trường Trung Quốc, thậm chí đảm bảo chính sách tự cung tự cấp trước những lo ngại về hạn chế nhập khẩu từ Mỹ và các nước phương Tây khác.
Ông Pan Dengke cho biết kỹ thuật nhân bản bằng robot - cũng như ngành khoa học rộng lớn hơn về thao tác vi mô của tế bào - có thể có nhiều ứng dụng trong chăn nuôi, trong đó có hỗ trợ sinh sản và nhân giống chọn lọc.
Ông bày tỏ mong muốn lĩnh vực nhân bản bằng robot sẽ được thương mại hóa để tác động sâu sắc đến các ngành công nghiệp và đời sống của người dân.
"
7,https://baotintuc.vn//the-gioi/dong-dat-do-lon-63-lam-rung-chuyen-quan-dao-thuoc-bang-alaska-my-20220605130629800.htm,"Động đất độ lớn 6,3 làm rung chuyển quần đảo thuộc bang Alaska​, Mỹ",media//blog_banner//thegioi1_7,"Một trận động đất có độ lớn 6,3 đã làm rung chuyển nhóm đảo Rat thuộc quần đảo Aleutian, bang Alaska, miền Tây nước Mỹ ngày 4/6.
Theo Cơ quan Khảo sát địa chất Mỹ, tâm chấn của trận động đất có độ sâu 105,0 km, được xác định ở vị trí 52,078 độ vĩ Bắc và 178,285 độ kinh Đông.
Tháng 3/1964, bang Alaska từng hứng chịu một trận động đất có độ lớn 9,2 phá hủy thành phố Anchorage, gây sóng thần tàn phá Vịnh Alaska, khu vực bờ biển phía Tây nước Mỹ và Hawaii. Hơn 250 người đã thiệt mạng trong thảm họa động đất và sóng thần này.
"
8,https://baotintuc.vn//the-gioi/uy-ban-quan-su-chung-55-cua-libya-se-hop-tai-tunisia-vao-tuan-toi-20220605124019174.htm,Ủy ban Quân sự chung 5+5 của Libya sẽ họp tại Tunisia vào tuần tới,media//blog_banner//thegioi1_8,"Theo phóng viên TTXVN tại Bắc Phi, Ủy ban Quân sự chung 5+5 (JMC) của Libya dự kiến sẽ họp trong hai ngày 7-8/6 tới tại thủ đô Tunis của Tunisia dưới sự bảo trợ của Liên hợp quốc (LHQ), Pháp và Cơ quan Tình báo châu Phi (Africa Intelligence -AI) - tổ chức cung cấp thông tin tình báo mở, độc lập được thành lập để tăng cường an ninh và phát triển ở châu Phi.
AI cho biết các cuộc họp của JMC sắp tới tại Tunis sẽ tập trung vào việc giải giáp các nhóm vũ trang cũng như rút tính đánh thuê và các lực lượng nước ngoài khỏi Libya, trong bối cảnh các nỗ lực nhằm giải quyết những vấn đề này đến nay chưa đạt được nhiều tiến triển.
Cuộc khủng hoảng chính trị và an ninh tại Libya vẫn đang diễn biến rất phức tạp sau khi kế hoạch tổ chức các cuộc bầu cử do LHQ bảo trợ dự kiến vào tháng 12/2021 bị hủy bỏ do các phe phái chủ chốt ở nước này không thống nhất được các quy tắc bầu cử. Hiện Libya có hai chính quyền đối địch cùng tồn tại song song kể từ tháng 3/2022 khi Quốc hội Libya ở miền Đông chỉ định ông Fathi Bashagha làm Thủ tướng mới thay ông Abdulhamid al-Dbeibah, người đứng đầu Chính phủ Thống nhất quốc gia (GNU) có trụ sở ở thủ đô Tripoli.
Những diễn biến gần đây tại Libya đang thu hút sự quan tâm của cộng đồng quốc tế. Trong cuộc điện đàm với Ngoại trưởng Libya Najla Al-Manqoush ngày 4/6, người đồng cấp Qatar Mohammed bin Abdulrahman Al Thani nhấn mạnh giải pháp duy nhất để chấm dứt cuộc khủng hoảng ở Libya là đối thoại quốc gia, nêu rõ chỉ đối thoại mới có thể dẫn đến một thỏa thuận chính trị. Ngoại trưởng Qatar cũng cho rằng một thỏa thuận chính trị sẽ mang đến sự ổn định lâu dài tại Libya thông qua các cuộc bầu cử quốc hội và tổng thống. Ông Al-Thani khẳng định sự ủng hộ của Qatar đối với người dân Libya cũng như những nỗ lực của GNU trong việc thúc đẩy ổn định tại quốc gia Bắc Phi này.
Trong khi đó, phát biểu với báo giới tại Tripoli ngày 2/6, Đại sứ Mỹ tại Libya Richard Norland nói rằng cách giải quyết tình trạng bế tắc chính trị hiện nay ở nước này là tổ chức các cuộc bầu cử càng sớm càng tốt. Ông cũng cảnh báo ""những người có hành động phá hoại hòa bình, an ninh và ổn định ở Libya sẽ bị trừng phạt và bị cô lập"".
Theo các nguồn tin ngoại giao, một hội nghị quốc tế về Libya dự kiến sẽ diễn ra tại Rome (Italy) trước ngày 22/6 nhằm tìm kiếm giải pháp cho cuộc khủng hoảng. Hội nghị sẽ có sự tham gia của đại diện các nước Mỹ, Anh, Pháp, Đức, Thổ Nhĩ Kỳ và Ai Cập.
"
9,https://baotintuc.vn//the-gioi/campuchia-bat-dau-cuoc-bau-cu-hoi-dong-xa-phuong-lan-thu-5-20220605120710113.htm,Campuchia bắt đầu cuộc bầu cử hội đồng xã phường lần thứ 5,media//blog_banner//thegioi1_9,"Campuchia đã bắt đầu tiến hành cuộc bầu cử ủy viên hội đồng xã/phường lần thứ 5 sáng 5/6. Tổng cộng 23.602 điểm bầu cử trên cả nước mở cửa từ 7h sáng đến 3h chiều cùng ngày.
Theo ghi nhận của phóng viên TTXVN tại Phnom Penh, quá trình bỏ phiếu diễn ra trong không khí trật tự, bài bản tại các điểm bỏ phiếu ở thủ đô Phnom Penh dưới sự bảo vệ an ninh nghiêm ngặt của các cơ quan chức năng Campuchia.
Hãng thông tấn Campuchia (AKP) đưa tin Thủ tướng Campuchia Samdech Techo Hun Sen, Chủ tịch đảng Nhân dân Campuchia (CPP) cầm quyền đã đi bỏ phiếu sáng cùng ngày tại điểm bầu cử Trường đào tạo giáo viên thuộc thành phố Takhmao (tỉnh Kandal).
Hơn 9,2 triệu cử tri Campuchia đã đăng ký tham gia cuộc bầu cử xã phường lần thứ 5 dưới sự giám sát của khoảng 75.000 giám sát viên trong nước và quốc tế. Theo Ủy ban Bầu cử quốc gia Campuchia (NEC), có khoảng 775 nhà báo trong nước và 39 nhà báo nước ngoài đăng ký đưa tin về sự kiện bầu cử này. Có 86.092 ứng cử viên của tổng cộng 17 chính đảng tham gia ứng cử lần này gồm: CPP, đảng Ánh nến (CP), đảng FUNCINPEC, đảng Khmer Quốc gia đoàn kết (KNUP), đảng Yêu quốc gia Campuchia (CNLP), đảng Dân tộc Campuchia (CNP), đảng Thanh niên Campuchia (CYP), đảng Cải cách Campuchia (CRP), đảng Ý nguyện Khmer (KWP), đảng Kampucheaniyum (KP), đảng Dân chủ cơ sở (GDP), đảng Ekpheap Cheat Khmer (ECKP), đảng Tổ ong xã hội dân chủ (BSDP), đảng Dân chủ nhân dân bản địa (CIPDP), đảng Đoàn kết Khmer (KUP), đảng Reaksmey Khemara, và đảng Khmer phát triển kinh tế (KEDP).
Trước đó, trong cuộc bầu cử hội đồng xã phường Campuchia lần thứ 4 được tổ chức ngày 4/6/2017, có đại diện 12 chính đảng tham gia tranh cử tại 22.148 điểm bầu cử. CPP đã giành chiến thắng tại 1.156 xã phường, trong khi đảng Cứu nguy dân tộc (CNRP – đã bị giải thể) giành ghế ủy viên tại 489 hội đồng xã phường.
"
